  Title : 700nm1
  Version : 2 972 M
  Revision : 12 bits ADC
  Date : 2020-11-16
  Time : 13:22:39
  Author : Unknown
  Company : Unknown
  Contents :
12.044215 0
12.050322 0
12.056430 1
12.062538 0
12.068645 0
12.074753 0
12.080860 0
12.086968 2
12.093076 0
12.099183 1
12.105291 0
12.111399 0
12.117506 0
12.123614 0
12.129721 0
12.135829 2
12.141937 3
12.148044 0
12.154152 0
12.160259 0
12.166367 0
12.172475 0
12.178582 2
12.184690 1
12.190798 0
12.196905 0
12.203013 0
12.209120 0
12.215228 0
12.221336 2
12.227443 0
12.233551 1
12.239658 0
12.245766 0
12.251874 0
12.257981 0
12.264089 0
12.270196 0
12.276304 0
12.282412 0
12.288519 1
12.294627 0
12.300735 0
12.306842 0
12.312950 0
12.319057 1
12.325165 0
12.331273 0
12.337380 0
12.343488 0
12.349595 0
12.355703 0
12.361811 0
12.367918 2
12.374026 0
12.380134 0
12.386241 0
12.392349 0
12.398456 0
12.404564 0
12.410672 0
12.416779 0
12.422887 0
12.428994 0
12.435102 1
12.441210 0
12.447317 0
12.453425 1
12.459533 1
12.465640 0
12.471748 0
12.477855 1
12.483963 2
12.490071 0
12.496178 0
12.502286 0
12.508393 0
12.514501 1
12.520609 0
12.526716 1
12.532824 0
12.538932 0
12.545039 0
12.551147 0
12.557254 0
12.563362 0
12.569470 0
12.575577 0
12.581685 0
12.587792 0
12.593900 0
12.600008 0
12.606115 0
12.612223 0
12.618330 2
12.624438 0
12.630546 0
12.636653 0
12.642761 0
12.648869 0
12.654976 0
12.661084 0
12.667191 1
12.673299 1
12.679407 0
12.685514 0
12.691622 0
12.697729 0
12.703837 0
12.709945 0
12.716052 0
12.722160 0
12.728268 0
12.734375 0
12.740483 0
12.746590 0
12.752698 0
12.758806 0
12.764913 0
12.771021 0
12.777128 1
12.783236 0
12.789344 0
12.795451 0
12.801559 1
12.807667 0
12.813774 0
12.819882 1
12.825989 0
12.832097 0
12.838205 1
12.844312 0
12.850420 0
12.856527 0
12.862635 0
12.868743 0
12.874850 0
12.880958 0
12.887065 1
12.893173 0
12.899281 0
12.905388 0
12.911496 0
12.917604 0
12.923711 1
12.929819 1
12.935926 0
12.942034 0
12.948142 0
12.954249 1
12.960357 1
12.966464 0
12.972572 0
12.978680 0
12.984787 0
12.990895 0
12.997003 0
13.003110 1
13.009218 0
13.015325 0
13.021433 1
13.027541 0
13.033648 1
13.039756 0
13.045863 0
13.051971 0
13.058079 0
13.064186 0
13.070294 1
13.076402 0
13.082509 0
13.088617 0
13.094724 2
13.100832 1
13.106940 0
13.113047 0
13.119155 0
13.125262 0
13.131370 0
13.137478 1
13.143585 1
13.149693 0
13.155801 0
13.161908 0
13.168016 0
13.174123 0
13.180231 1
13.186339 1
13.192446 0
13.198554 0
13.204661 1
13.210769 0
13.216877 1
13.222984 0
13.229092 0
13.235199 0
13.241307 0
13.247415 0
13.253522 0
13.259630 1
13.265738 0
13.271845 0
13.277953 0
13.284060 0
13.290168 0
13.296276 0
13.302383 0
13.308491 0
13.314598 0
13.320706 1
13.326814 0
13.332921 0
13.339029 0
13.345137 0
13.351244 0
13.357352 0
13.363459 1
13.369567 1
13.375675 1
13.381782 0
13.387890 0
13.393997 0
13.400105 0
13.406213 0
13.412320 0
13.418428 0
13.424536 0
13.430643 0
13.436751 1
13.442858 0
13.448966 0
13.455074 0
13.461181 0
13.467289 0
13.473396 1
13.479504 1
13.485612 0
13.491719 0
13.497827 0
13.503935 1
13.510042 1
13.516150 0
13.522257 0
13.528365 0
13.534473 0
13.540580 1
13.546688 0
13.552795 0
13.558903 0
13.565011 0
13.571118 1
13.577226 0
13.583333 1
13.589441 1
13.595549 0
13.601656 0
13.607764 0
13.613872 0
13.619979 1
13.626087 0
13.632194 0
13.638302 0
13.644410 0
13.650517 0
13.656625 0
13.662732 1
13.668840 0
13.674948 0
13.681055 0
13.687163 0
13.693271 0
13.699378 0
13.705486 0
13.711593 1
13.717701 0
13.723809 0
13.729916 0
13.736024 1
13.742131 0
13.748239 0
13.754347 0
13.760454 1
13.766562 0
13.772670 0
13.778777 0
13.784885 0
13.790992 0
13.797100 0
13.803208 0
13.809315 0
13.815423 0
13.821530 0
13.827638 0
13.833746 1
13.839853 0
13.845961 0
13.852069 1
13.858176 1
13.864284 0
13.870391 2
13.876499 2
13.882607 0
13.888714 0
13.894822 0
13.900929 1
13.907037 0
13.913145 0
13.919252 0
13.925360 0
13.931467 0
13.937575 0
13.943683 3
13.949790 1
13.955898 0
13.962006 0
13.968113 0
13.974221 0
13.980328 1
13.986436 0
13.992544 0
13.998651 1
14.004759 2
14.010866 1
14.016974 1
14.023082 0
14.029189 0
14.035297 1
14.041405 0
14.047512 0
14.053620 1
14.059727 0
14.065835 1
14.071943 0
14.078050 0
14.084158 0
14.090265 0
14.096373 0
14.102481 0
14.108588 0
14.114696 0
14.120804 0
14.126911 0
14.133019 0
14.139126 0
14.145234 0
14.151342 1
14.157449 0
14.163557 1
14.169664 3
14.175772 0
14.181880 0
14.187987 0
14.194095 0
14.200203 0
14.206310 0
14.212418 0
14.218525 0
14.224633 0
14.230741 0
14.236848 0
14.242956 0
14.249063 2
14.255171 2
14.261279 0
14.267386 1
14.273494 1
14.279601 0
14.285709 1
14.291817 1
14.297924 1
14.304032 0
14.310140 0
14.316247 0
14.322355 1
14.328462 0
14.334570 0
14.340678 1
14.346785 0
14.352893 0
14.359000 0
14.365108 0
14.371216 0
14.377323 3
14.383431 0
14.389539 0
14.395646 0
14.401754 0
14.407861 1
14.413969 0
14.420077 1
14.426184 1
14.432292 0
14.438399 0
14.444507 0
14.450615 0
14.456722 1
14.462830 1
14.468938 0
14.475045 1
14.481153 1
14.487260 0
14.493368 0
14.499476 0
14.505583 0
14.511691 0
14.517798 0
14.523906 2
14.530014 0
14.536121 0
14.542229 0
14.548337 0
14.554444 1
14.560552 0
14.566659 0
14.572767 0
14.578875 0
14.584982 0
14.591090 0
14.597197 0
14.603305 0
14.609413 0
14.615520 0
14.621628 0
14.627735 0
14.633843 1
14.639951 0
14.646058 0
14.652166 0
14.658274 1
14.664381 0
14.670489 0
14.676596 1
14.682704 0
14.688812 0
14.694919 0
14.701027 0
14.707134 0
14.713242 0
14.719350 0
14.725457 0
14.731565 0
14.737673 0
14.743780 1
14.749888 0
14.755995 0
14.762103 1
14.768211 0
14.774318 0
14.780426 0
14.786533 0
14.792641 0
14.798749 0
14.804856 0
14.810964 0
14.817072 0
14.823179 2
14.829287 0
14.835394 1
14.841502 0
14.847610 0
14.853717 0
14.859825 0
14.865932 0
14.872040 3
14.878148 2
14.884255 0
14.890363 0
14.896470 1
14.902578 0
14.908686 1
14.914793 0
14.920901 0
14.927009 0
14.933116 0
14.939224 0
14.945331 0
14.951439 1
14.957547 1
14.963654 0
14.969762 0
14.975869 0
14.981977 0
14.988085 0
14.994192 0
15.000300 0
15.006408 0
15.012515 0
15.018623 1
15.024730 0
15.030838 0
15.036946 0
15.043053 0
15.049161 0
15.055268 0
15.061376 0
15.067484 1
15.073591 0
15.079699 0
15.085807 0
15.091914 0
15.098022 0
15.104129 0
15.110237 1
15.116345 1
15.122452 1
15.128560 0
15.134667 0
15.140775 1
15.146883 0
15.152990 0
15.159098 1
15.165206 1
15.171313 2
15.177421 1
15.183528 0
15.189636 0
15.195744 0
15.201851 1
15.207959 0
15.214066 0
15.220174 0
15.226282 0
15.232389 0
15.238497 0
15.244604 0
15.250712 1
15.256820 0
15.262927 0
15.269035 0
15.275143 0
15.281250 0
15.287358 0
15.293465 0
15.299573 0
15.305681 0
15.311788 0
15.317896 1
15.324003 0
15.330111 0
15.336219 0
15.342326 0
15.348434 0
15.354542 0
15.360649 1
15.366757 1
15.372864 1
15.378972 0
15.385080 1
15.391187 0
15.397295 0
15.403402 1
15.409510 0
15.415618 0
15.421725 0
15.427833 1
15.433941 0
15.440048 0
15.446156 1
15.452263 2
15.458371 0
15.464479 1
15.470586 0
15.476694 0
15.482801 0
15.488909 0
15.495017 1
15.501124 0
15.507232 2
15.513340 1
15.519447 0
15.525555 1
15.531662 0
15.537770 0
15.543878 2
15.549985 0
15.556093 0
15.562200 0
15.568308 1
15.574416 0
15.580523 0
15.586631 2
15.592738 0
15.598846 0
15.604954 0
15.611061 0
15.617169 0
15.623277 0
15.629384 0
15.635492 0
15.641599 0
15.647707 0
15.653815 0
15.659922 0
15.666030 0
15.672137 1
15.678245 0
15.684353 0
15.690460 0
15.696568 0
15.702676 0
15.708783 1
15.714891 1
15.720998 0
15.727106 0
15.733214 0
15.739321 1
15.745429 1
15.751536 0
15.757644 0
15.763752 0
15.769859 0
15.775967 0
15.782075 1
15.788182 0
15.794290 1
15.800397 1
15.806505 1
15.812613 0
15.818720 0
15.824828 0
15.830935 0
15.837043 0
15.843151 0
15.849258 0
15.855366 0
15.861474 0
15.867581 0
15.873689 0
15.879796 0
15.885904 0
15.892012 0
15.898119 0
15.904227 0
15.910334 0
15.916442 0
15.922550 0
15.928657 1
15.934765 0
15.940872 0
15.946980 0
15.953088 0
15.959195 0
15.965303 0
15.971411 0
15.977518 0
15.983626 0
15.989733 1
15.995841 0
16.001949 0
16.008056 0
16.014164 0
16.020271 0
16.026379 1
16.032487 1
16.038594 0
16.044702 1
16.050810 1
16.056917 0
16.063025 0
16.069132 0
16.075240 0
16.081348 0
16.087455 0
16.093563 0
16.099670 0
16.105778 1
16.111886 0
16.117993 1
16.124101 0
16.130209 0
16.136316 0
16.142424 0
16.148531 0
16.154639 2
16.160747 0
16.166854 0
16.172962 0
16.179069 0
16.185177 0
16.191285 0
16.197392 0
16.203500 1
16.209608 1
16.215715 0
16.221823 0
16.227930 0
16.234038 0
16.240146 0
16.246253 1
16.252361 0
16.258468 0
16.264576 0
16.270684 1
16.276791 0
16.282899 1
16.289006 0
16.295114 0
16.301222 0
16.307329 0
16.313437 0
16.319545 0
16.325652 0
16.331760 1
16.337867 0
16.343975 0
16.350083 0
16.356190 0
16.362298 0
16.368405 0
16.374513 1
16.380621 0
16.386728 0
16.392836 0
16.398944 0
16.405051 0
16.411159 0
16.417266 0
16.423374 1
16.429482 0
16.435589 1
16.441697 0
16.447804 0
16.453912 0
16.460020 0
16.466127 0
16.472235 0
16.478343 0
16.484450 0
16.490558 0
16.496665 0
16.502773 0
16.508881 0
16.514988 0
16.521096 0
16.527203 0
16.533311 0
16.539419 0
16.545526 0
16.551634 0
16.557742 0
16.563849 0
16.569957 0
16.576064 0
16.582172 0
16.588280 0
16.594387 0
16.600495 0
16.606602 0
16.612710 0
16.618818 0
16.624925 2
16.631033 0
16.637140 0
16.643248 0
16.649356 0
16.655463 1
16.661571 0
16.667679 0
16.673786 0
16.679894 0
16.686001 1
16.692109 0
16.698217 0
16.704324 0
16.710432 0
16.716539 0
16.722647 0
16.728755 0
16.734862 0
16.740970 0
16.747078 0
16.753185 1
16.759293 0
16.765400 1
16.771508 0
16.777616 0
16.783723 1
16.789831 1
16.795938 0
16.802046 0
16.808154 0
16.814261 0
16.820369 0
16.826477 0
16.832584 0
16.838692 1
16.844799 0
16.850907 0
16.857015 0
16.863122 0
16.869230 1
16.875337 0
16.881445 0
16.887553 0
16.893660 0
16.899768 0
16.905875 0
16.911983 0
16.918091 0
16.924198 0
16.930306 0
16.936414 0
16.942521 0
16.948629 0
16.954736 0
16.960844 0
16.966952 2
16.973059 0
16.979167 1
16.985274 0
16.991382 0
16.997490 0
17.003597 0
17.009705 1
17.015813 0
17.021920 0
17.028028 0
17.034135 1
17.040243 2
17.046351 0
17.052458 0
17.058566 0
17.064673 0
17.070781 0
17.076889 2
17.082996 0
17.089104 1
17.095212 0
17.101319 1
17.107427 0
17.113534 1
17.119642 1
17.125750 0
17.131857 0
17.137965 1
17.144072 0
17.150180 0
17.156288 0
17.162395 0
17.168503 0
17.174611 0
17.180718 0
17.186826 0
17.192933 1
17.199041 0
17.205149 0
17.211256 0
17.217364 0
17.223471 0
17.229579 0
17.235687 0
17.241794 0
17.247902 0
17.254009 0
17.260117 0
17.266225 1
17.272332 0
17.278440 1
17.284548 0
17.290655 0
17.296763 0
17.302870 1
17.308978 1
17.315086 0
17.321193 0
17.327301 0
17.333408 1
17.339516 1
17.345624 0
17.351731 1
17.357839 0
17.363947 0
17.370054 0
17.376162 0
17.382269 0
17.388377 0
17.394485 1
17.400592 1
17.406700 0
17.412807 0
17.418915 0
17.425023 0
17.431130 1
17.437238 0
17.443346 0
17.449453 0
17.455561 0
17.461668 0
17.467776 0
17.473884 0
17.479991 0
17.486099 2
17.492206 0
17.498314 1
17.504422 0
17.510529 0
17.516637 1
17.522745 1
17.528852 1
17.534960 0
17.541067 1
17.547175 2
17.553283 0
17.559390 0
17.565498 0
17.571605 0
17.577713 1
17.583821 0
17.589928 0
17.596036 1
17.602143 0
17.608251 0
17.614359 0
17.620466 0
17.626574 0
17.632682 0
17.638789 0
17.644897 0
17.651004 0
17.657112 0
17.663220 1
17.669327 1
17.675435 0
17.681542 0
17.687650 0
17.693758 0
17.699865 0
17.705973 0
17.712081 0
17.718188 0
17.724296 1
17.730403 0
17.736511 0
17.742619 1
17.748726 0
17.754834 1
17.760941 1
17.767049 0
17.773157 1
17.779264 0
17.785372 0
17.791480 0
17.797587 2
17.803695 0
17.809802 1
17.815910 0
17.822018 0
17.828125 0
17.834233 2
17.840340 0
17.846448 0
17.852556 1
17.858663 0
17.864771 0
17.870879 0
17.876986 1
17.883094 1
17.889201 0
17.895309 1
17.901417 0
17.907524 0
17.913632 1
17.919739 1
17.925847 0
17.931955 0
17.938062 0
17.944170 0
17.950277 0
17.956385 0
17.962493 0
17.968600 1
17.974708 1
17.980816 0
17.986923 0
17.993031 2
17.999138 1
18.005246 0
18.011354 0
18.017461 0
18.023569 0
18.029676 0
18.035784 0
18.041892 0
18.047999 0
18.054107 1
18.060215 1
18.066322 1
18.072430 0
18.078537 1
18.084645 2
18.090753 0
18.096860 0
18.102968 1
18.109075 0
18.115183 0
18.121291 2
18.127398 0
18.133506 0
18.139614 0
18.145721 0
18.151829 0
18.157936 2
18.164044 1
18.170152 0
18.176259 0
18.182367 0
18.188474 0
18.194582 0
18.200690 1
18.206797 0
18.212905 1
18.219013 2
18.225120 0
18.231228 0
18.237335 0
18.243443 1
18.249551 1
18.255658 0
18.261766 0
18.267873 1
18.273981 0
18.280089 1
18.286196 0
18.292304 0
18.298411 1
18.304519 0
18.310627 0
18.316734 0
18.322842 1
18.328950 0
18.335057 0
18.341165 0
18.347272 0
18.353380 1
18.359488 0
18.365595 1
18.371703 0
18.377810 0
18.383918 1
18.390026 1
18.396133 0
18.402241 0
18.408349 2
18.414456 0
18.420564 0
18.426671 0
18.432779 0
18.438887 2
18.444994 1
18.451102 0
18.457209 1
18.463317 0
18.469425 1
18.475532 1
18.481640 0
18.487748 0
18.493855 0
18.499963 1
18.506070 1
18.512178 0
18.518286 0
18.524393 0
18.530501 0
18.536608 0
18.542716 0
18.548824 1
18.554931 2
18.561039 1
18.567147 0
18.573254 0
18.579362 0
18.585469 0
18.591577 0
18.597685 1
18.603792 0
18.609900 0
18.616007 1
18.622115 0
18.628223 0
18.634330 0
18.640438 0
18.646545 0
18.652653 0
18.658761 0
18.664868 0
18.670976 0
18.677084 1
18.683191 0
18.689299 0
18.695406 0
18.701514 0
18.707622 1
18.713729 0
18.719837 0
18.725944 1
18.732052 0
18.738160 0
18.744267 1
18.750375 0
18.756483 1
18.762590 0
18.768698 0
18.774805 0
18.780913 2
18.787021 0
18.793128 0
18.799236 1
18.805343 1
18.811451 0
18.817559 0
18.823666 0
18.829774 0
18.835882 0
18.841989 0
18.848097 0
18.854204 0
18.860312 0
18.866420 0
18.872527 0
18.878635 0
18.884742 0
18.890850 0
18.896958 0
18.903065 0
18.909173 0
18.915280 0
18.921388 0
18.927496 0
18.933603 0
18.939711 0
18.945819 0
18.951926 0
18.958034 0
18.964141 0
18.970249 0
18.976357 0
18.982464 0
18.988572 0
18.994679 0
19.000787 0
19.006895 0
19.013002 0
19.019110 0
19.025218 0
19.031325 0
19.037433 0
19.043540 0
19.049648 0
19.055756 0
19.061863 0
19.067971 0
19.074078 0
19.080186 0
19.086294 0
19.092401 0
19.098509 0
19.104617 0
19.110724 0
19.116832 0
19.122939 0
19.129047 0
19.135155 0
19.141262 0
19.147370 0
19.153477 0
19.159585 0
19.165693 0
19.171800 0
19.177908 0
19.184016 0
19.190123 0
19.196231 0
19.202338 0
19.208446 0
19.214554 0
19.220661 0
19.226769 0
19.232876 0
19.238984 0
19.245092 0
19.251199 0
19.257307 0
19.263414 0
19.269522 0
19.275630 0
19.281737 0
19.287845 0
19.293953 0
19.300060 0
19.306168 0
19.312275 0
19.318383 0
19.324491 0
19.330598 0
19.336706 0
19.342813 0
19.348921 0
19.355029 0
19.361136 0
19.367244 0
19.373352 0
19.379459 0
19.385567 0
19.391674 0
19.397782 0
19.403890 0
19.409997 0
19.416105 0
19.422212 0
19.428320 0
19.434428 0
19.440535 0
19.446643 0
19.452751 0
19.458858 0
19.464966 0
19.471073 0
19.477181 0
19.483289 0
19.489396 0
19.495504 0
19.501611 0
19.507719 0
19.513827 0
19.519934 0
19.526042 0
19.532150 0
19.538257 0
19.544365 0
19.550472 0
19.556580 0
19.562688 0
19.568795 0
19.574903 0
19.581010 0
19.587118 0
19.593226 0
19.599333 0
19.605441 0
19.611548 0
19.617656 0
19.623764 0
19.629871 0
19.635979 0
19.642087 0
19.648194 0
19.654302 0
19.660409 0
19.666517 0
19.672625 0
19.678732 0
19.684840 0
19.690947 0
19.697055 0
19.703163 0
19.709270 0
19.715378 0
19.721486 0
19.727593 0
19.733701 0
19.739808 0
19.745916 0
19.752024 0
19.758131 0
19.764239 0
19.770346 0
19.776454 0
19.782562 0
19.788669 0
19.794777 0
19.800885 0
19.806992 0
19.813100 0
19.819207 0
19.825315 0
19.831423 0
19.837530 0
19.843638 0
19.849745 0
19.855853 0
19.861961 0
19.868068 0
19.874176 0
19.880284 0
19.886391 0
19.892499 0
19.898606 0
19.904714 0
19.910822 0
19.916929 0
19.923037 0
19.929144 0
19.935252 0
19.941360 0
19.947467 0
19.953575 0
19.959682 0
19.965790 0
19.971898 0
19.978005 0
19.984113 0
19.990221 0
19.996328 0
20.002436 0
20.008543 0
20.014651 0
20.020759 0
20.026866 0
20.032974 0
20.039081 0
20.045189 0
20.051297 0
20.057404 0
20.063512 0
20.069620 0
20.075727 0
20.081835 0
20.087942 0
20.094050 0
20.100158 0
20.106265 0
20.112373 0
20.118480 0
20.124588 0
20.130696 0
20.136803 0
20.142911 0
20.149019 0
20.155126 0
20.161234 0
20.167341 0
20.173449 0
20.179557 0
20.185664 0
20.191772 0
20.197879 0
20.203987 0
20.210095 0
20.216202 0
20.222310 0
20.228418 0
20.234525 0
20.240633 0
20.246740 0
20.252848 0
20.258956 0
20.265063 0
20.271171 0
20.277278 0
20.283386 0
20.289494 0
20.295601 0
20.301709 0
20.307816 0
20.313924 0
20.320032 0
20.326139 0
20.332247 0
20.338355 0
20.344462 0
20.350570 0
20.356677 0
20.362785 0
20.368893 0
20.375000 0
20.381108 0
20.387215 0
20.393323 0
20.399431 0
20.405538 0
20.411646 0
20.417754 0
20.423861 0
20.429969 0
20.436076 0
20.442184 0
20.448292 0
20.454399 0
20.460507 0
20.466614 0
20.472722 0
20.478830 0
20.484937 0
20.491045 0
20.497153 0
20.503260 0
20.509368 0
20.515475 0
20.521583 0
20.527691 0
20.533798 0
20.539906 0
20.546013 0
20.552121 0
20.558229 0
20.564336 0
20.570444 0
20.576552 0
20.582659 0
20.588767 0
20.594874 0
20.600982 0
20.607090 0
20.613197 0
20.619305 0
20.625412 0
20.631520 0
20.637628 0
20.643735 0
20.649843 0
20.655950 0
20.662058 0
20.668166 0
20.674273 0
20.680381 0
20.686489 0
20.692596 0
20.698704 0
20.704811 0
20.710919 0
20.717027 0
20.723134 0
20.729242 0
20.735349 0
20.741457 0
20.747565 0
20.753672 0
20.759780 0
20.765888 0
20.771995 0
20.778103 0
20.784210 0
20.790318 0
20.796426 0
20.802533 0
20.808641 0
20.814748 0
20.820856 0
20.826964 0
20.833071 0
20.839179 0
20.845287 0
20.851394 0
20.857502 0
20.863609 0
20.869717 0
20.875825 0
20.881932 0
20.888040 0
20.894147 0
20.900255 0
20.906363 0
20.912470 0
20.918578 0
20.924685 0
20.930793 0
20.936901 0
20.943008 0
20.949116 0
20.955224 0
20.961331 0
20.967439 0
20.973546 0
20.979654 0
20.985762 0
20.991869 0
20.997977 0
21.004084 0
21.010192 0
21.016300 0
21.022407 0
21.028515 0
21.034623 0
21.040730 0
21.046838 0
21.052945 0
21.059053 0
21.065161 0
21.071268 0
21.077376 0
21.083483 0
21.089591 0
21.095699 0
21.101806 0
21.107914 0
21.114022 0
21.120129 0
21.126237 0
21.132344 0
21.138452 0
21.144560 0
21.150667 0
21.156775 0
21.162882 0
21.168990 0
21.175098 0
21.181205 0
21.187313 0
21.193421 0
21.199528 0
21.205636 0
21.211743 0
21.217851 0
21.223959 0
21.230066 0
21.236174 0
21.242281 0
21.248389 0
21.254497 0
21.260604 0
21.266712 0
21.272819 0
21.278927 0
21.285035 0
21.291142 0
21.297250 0
21.303358 0
21.309465 0
21.315573 0
21.321680 0
21.327788 0
21.333896 0
21.340003 0
21.346111 0
21.352218 0
21.358326 0
21.364434 0
21.370541 0
21.376649 0
21.382757 0
21.388864 0
21.394972 0
21.401079 0
21.407187 0
21.413295 0
21.419402 0
21.425510 0
21.431617 0
21.437725 0
21.443833 0
21.449940 0
21.456048 0
21.462156 0
21.468263 0
21.474371 0
21.480478 0
21.486586 0
21.492694 0
21.498801 0
21.504909 0
21.511016 0
21.517124 0
21.523232 0
21.529339 0
21.535447 0
21.541555 0
21.547662 0
21.553770 0
21.559877 0
21.565985 0
21.572093 0
21.578200 0
21.584308 0
21.590415 0
21.596523 0
21.602631 0
21.608738 0
21.614846 0
21.620953 0
21.627061 0
21.633169 0
21.639276 0
21.645384 0
21.651492 0
21.657599 0
21.663707 0
21.669814 0
21.675922 0
21.682030 0
21.688137 0
21.694245 0
21.700352 0
21.706460 0
21.712568 0
21.718675 0
21.724783 0
21.730891 0
21.736998 0
21.743106 0
21.749213 0
21.755321 0
21.761429 0
21.767536 0
21.773644 0
21.779751 0
21.785859 0
21.791967 0
21.798074 0
21.804182 0
21.810290 0
21.816397 0
21.822505 0
21.828612 0
21.834720 0
21.840828 0
21.846935 0
21.853043 0
21.859150 0
21.865258 0
21.871366 0
21.877473 0
21.883581 0
21.889689 0
21.895796 0
21.901904 0
21.908011 0
21.914119 0
21.920227 0
21.926334 0
21.932442 0
21.938549 0
21.944657 0
21.950765 0
21.956872 0
21.962980 0
21.969087 0
21.975195 0
21.981303 0
21.987410 0
21.993518 0
21.999626 0
22.005733 0
22.011841 0
22.017948 0
22.024056 0
22.030164 0
22.036271 0
22.042379 0
22.048486 0
22.054594 0
22.060702 0
22.066809 0
22.072917 0
22.079025 0
22.085132 0
22.091240 0
22.097347 0
22.103455 0
22.109563 0
22.115670 0
22.121778 0
22.127885 0
22.133993 0
22.140101 0
22.146208 0
22.152316 0
22.158424 0
22.164531 0
22.170639 0
22.176746 0
22.182854 0
22.188962 0
22.195069 0
22.201177 0
22.207284 0
22.213392 0
22.219500 0
22.225607 0
22.231715 0
22.237823 0
22.243930 0
22.250038 0
22.256145 0
22.262253 0
22.268361 0
22.274468 0
22.280576 0
22.286683 0
22.292791 0
22.298899 0
22.305006 0
22.311114 0
22.317221 0
22.323329 0
22.329437 0
22.335544 0
22.341652 0
22.347760 0
22.353867 0
22.359975 0
22.366082 0
22.372190 0
22.378298 0
22.384405 0
22.390513 0
22.396620 0
22.402728 0
22.408836 0
22.414943 0
22.421051 0
22.427159 0
22.433266 0
22.439374 0
22.445481 0
22.451589 0
22.457697 0
22.463804 0
22.469912 0
22.476019 0
22.482127 0
22.488235 0
22.494342 0
22.500450 0
22.506558 0
22.512665 0
22.518773 0
22.524880 0
22.530988 0
22.537096 0
22.543203 0
22.549311 0
22.555418 0
22.561526 0
22.567634 0
22.573741 0
22.579849 0
22.585957 0
22.592064 0
22.598172 0
22.604279 0
22.610387 0
22.616495 0
22.622602 0
22.628710 0
22.634817 0
22.640925 0
22.647033 0
22.653140 0
22.659248 0
22.665355 0
22.671463 0
22.677571 0
22.683678 0
22.689786 0
22.695894 0
22.702001 0
22.708109 0
22.714216 0
22.720324 0
22.726432 0
22.732539 0
22.738647 0
22.744754 0
22.750862 0
22.756970 0
22.763077 0
22.769185 0
22.775293 0
22.781400 0
22.787508 0
22.793615 0
22.799723 0
22.805831 0
22.811938 0
22.818046 0
22.824153 0
22.830261 0
22.836369 0
22.842476 0
22.848584 0
22.854692 0
22.860799 0
22.866907 0
22.873014 0
22.879122 0
22.885230 0
22.891337 0
22.897445 0
22.903552 0
22.909660 0
22.915768 0
22.921875 0
22.927983 0
22.934090 0
22.940198 0
22.946306 0
22.952413 0
22.958521 0
22.964629 0
22.970736 0
22.976844 0
22.982951 0
22.989059 0
22.995167 0
23.001274 0
23.007382 0
23.013489 0
23.019597 0
23.025705 0
23.031812 0
23.037920 0
23.044028 0
23.050135 0
23.056243 0
23.062350 0
23.068458 0
23.074566 0
23.080673 0
23.086781 0
23.092888 0
23.098996 0
23.105104 0
23.111211 0
23.117319 0
23.123427 0
23.129534 0
23.135642 0
23.141749 0
23.147857 0
23.153965 0
23.160072 0
23.166180 0
23.172287 0
23.178395 0
23.184503 0
23.190610 0
23.196718 0
23.202826 0
23.208933 0
23.215041 0
23.221148 0
23.227256 0
23.233364 0
23.239471 0
23.245579 0
23.251686 0
23.257794 0
23.263902 0
23.270009 0
23.276117 0
23.282224 0
23.288332 0
23.294440 0
23.300547 0
23.306655 0
23.312763 0
23.318870 0
23.324978 0
23.331085 0
23.337193 0
23.343301 0
23.349408 0
23.355516 0
23.361623 0
23.367731 0
23.373839 0
23.379946 0
23.386054 0
23.392162 0
23.398269 0
23.404377 0
23.410484 0
23.416592 0
23.422700 0
23.428807 0
23.434915 0
23.441022 0
23.447130 0
23.453238 0
23.459345 0
23.465453 0
23.471561 0
23.477668 0
23.483776 0
23.489883 0
23.495991 0
23.502099 0
23.508206 0
23.514314 0
23.520421 0
23.526529 0
23.532637 0
23.538744 0
23.544852 0
23.550960 0
23.557067 0
23.563175 0
23.569282 0
23.575390 0
23.581498 0
23.587605 0
23.593713 0
23.599820 0
23.605928 0
23.612036 0
23.618143 0
23.624251 0
23.630358 0
23.636466 0
23.642574 0
23.648681 0
23.654789 0
23.660897 0
23.667004 0
23.673112 0
23.679219 0
23.685327 0
23.691435 0
23.697542 0
23.703650 0
23.709757 0
23.715865 0
23.721973 0
23.728080 0
23.734188 0
23.740296 0
23.746403 0
23.752511 0
23.758618 0
23.764726 0
23.770834 0
23.776941 0
23.783049 0
23.789156 0
23.795264 0
23.801372 0
23.807479 0
23.813587 0
23.819695 0
23.825802 0
23.831910 0
23.838017 0
23.844125 0
23.850233 0
23.856340 0
23.862448 0
23.868555 0
23.874663 0
23.880771 0
23.886878 0
23.892986 0
23.899094 0
23.905201 0
23.911309 0
23.917416 0
23.923524 0
23.929632 0
23.935739 0
23.941847 0
23.947954 0
23.954062 0
23.960170 0
23.966277 0
23.972385 0
23.978492 0
23.984600 0
23.990708 0
23.996815 0
24.002923 0
24.009031 0
24.015138 0
24.021246 0
24.027353 0
24.033461 0
24.039569 0
24.045676 0
24.051784 0
24.057891 0
24.063999 0
24.070107 0
24.076214 0
24.082322 0
24.088430 0
24.094537 0
24.100645 0
24.106752 0
24.112860 0
24.118968 0
24.125075 0
24.131183 0
24.137290 0
24.143398 0
24.149506 0
24.155613 0
24.161721 0
24.167829 0
24.173936 0
24.180044 0
