  Title : 700nm1
  Version : 2 972 M
  Revision : 12 bits ADC
  Date : 2020-11-16
  Time : 13:22:39
  Author : Unknown
  Company : Unknown
  Contents :
1.856715 0
1.862822 0
1.868930 1
1.875037 2
1.881145 0
1.887253 0
1.893360 1
1.899468 0
1.905576 1
1.911683 0
1.917791 0
1.923898 0
1.930006 1
1.936114 0
1.942221 1
1.948329 0
1.954436 0
1.960544 2
1.966652 0
1.972759 1
1.978867 1
1.984975 1
1.991082 0
1.997190 0
2.003297 0
2.009405 0
2.015513 0
2.021620 0
2.027728 0
2.033835 1
2.039943 0
2.046051 0
2.052158 0
2.058266 0
2.064374 0
2.070481 0
2.076589 0
2.082696 2
2.088804 0
2.094912 0
2.101019 0
2.107127 1
2.113234 0
2.119342 2
2.125450 2
2.131557 1
2.137665 0
2.143773 0
2.149880 0
2.155988 0
2.162095 0
2.168203 1
2.174311 0
2.180418 0
2.186526 0
2.192633 0
2.198741 0
2.204849 0
2.210956 1
2.217064 0
2.223171 1
2.229279 0
2.235387 0
2.241494 0
2.247602 0
2.253710 2
2.259817 0
2.265925 1
2.272032 0
2.278140 0
2.284248 0
2.290355 1
2.296463 1
2.302570 0
2.308678 0
2.314786 0
2.320893 0
2.327001 1
2.333109 0
2.339216 1
2.345324 0
2.351431 0
2.357539 0
2.363647 4
2.369754 0
2.375862 0
2.381969 1
2.388077 0
2.394185 0
2.400292 0
2.406400 0
2.412508 1
2.418615 2
2.424723 2
2.430830 0
2.436938 0
2.443046 0
2.449153 1
2.455261 0
2.461368 0
2.467476 0
2.473584 1
2.479691 1
2.485799 0
2.491907 0
2.498014 0
2.504122 5
2.510229 0
2.516337 1
2.522445 0
2.528552 0
2.534660 1
2.540767 0
2.546875 0
2.552983 0
2.559090 0
2.565198 0
2.571305 1
2.577413 0
2.583521 0
2.589628 0
2.595736 0
2.601844 1
2.607951 1
2.614059 3
2.620166 0
2.626274 0
2.632382 0
2.638489 0
2.644597 0
2.650704 3
2.656812 1
2.662920 0
2.669027 0
2.675135 1
2.681243 0
2.687350 0
2.693458 1
2.699565 0
2.705673 0
2.711781 1
2.717888 0
2.723996 0
2.730103 1
2.736211 0
2.742319 1
2.748426 1
2.754534 1
2.760642 1
2.766749 1
2.772857 1
2.778964 0
2.785072 0
2.791180 0
2.797287 1
2.803395 1
2.809502 0
2.815610 1
2.821718 0
2.827825 0
2.833933 0
2.840041 0
2.846148 0
2.852256 0
2.858363 1
2.864471 0
2.870579 0
2.876686 0
2.882794 0
2.888901 1
2.895009 0
2.901117 0
2.907224 0
2.913332 0
2.919439 0
2.925547 0
2.931655 0
2.937762 1
2.943870 0
2.949978 0
2.956085 1
2.962193 1
2.968300 1
2.974408 2
2.980516 0
2.986623 0
2.992731 0
2.998838 0
3.004946 0
3.011054 0
3.017161 0
3.023269 0
3.029377 0
3.035484 0
3.041592 0
3.047699 1
3.053807 0
3.059915 0
3.066022 0
3.072130 0
3.078237 0
3.084345 0
3.090453 0
3.096560 1
3.102668 0
3.108776 1
3.114883 0
3.120991 0
3.127098 0
3.133206 0
3.139314 0
3.145421 0
3.151529 0
3.157636 0
3.163744 1
3.169852 0
3.175959 0
3.182067 1
3.188174 0
3.194282 0
3.200390 0
3.206497 0
3.212605 0
3.218713 2
3.224820 0
3.230928 0
3.237035 0
3.243143 0
3.249251 2
3.255358 0
3.261466 0
3.267573 0
3.273681 1
3.279789 0
3.285896 1
3.292004 0
3.298112 1
3.304219 0
3.310327 1
3.316434 0
3.322542 0
3.328650 0
3.334757 0
3.340865 0
3.346972 0
3.353080 0
3.359188 1
3.365295 0
3.371403 0
3.377511 0
3.383618 1
3.389726 0
3.395833 0
3.401941 0
3.408049 0
3.414156 0
3.420264 0
3.426371 0
3.432479 0
3.438587 0
3.444694 0
3.450802 0
3.456910 1
3.463017 0
3.469125 0
3.475232 0
3.481340 1
3.487448 0
3.493555 0
3.499663 0
3.505770 0
3.511878 1
3.517986 0
3.524093 0
3.530201 2
3.536308 0
3.542416 0
3.548524 0
3.554631 1
3.560739 1
3.566847 0
3.572954 0
3.579062 1
3.585169 1
3.591277 0
3.597385 0
3.603492 0
3.609600 0
3.615707 0
3.621815 0
3.627923 0
3.634030 1
3.640138 0
3.646246 0
3.652353 0
3.658461 0
3.664568 1
3.670676 1
3.676784 1
3.682891 0
3.688999 2
3.695106 0
3.701214 1
3.707322 0
3.713429 0
3.719537 0
3.725645 0
3.731752 0
3.737860 0
3.743967 2
3.750075 0
3.756183 1
3.762290 4
3.768398 4
3.774505 9
3.780613 9
3.786721 13
3.792828 20
3.798936 27
3.805044 35
3.811151 34
3.817259 42
3.823366 51
3.829474 75
3.835582 84
3.841689 77
3.847797 76
3.853904 93
3.860012 88
3.866120 128
3.872227 150
3.878335 146
3.884442 159
3.890550 153
3.896658 153
3.902765 176
3.908873 183
3.914981 179
3.921088 206
3.927196 224
3.933303 192
3.939411 202
3.945519 204
3.951626 200
3.957734 207
3.963841 209
3.969949 224
3.976057 220
3.982164 203
3.988272 202
3.994380 189
4.000487 211
4.006595 207
4.012702 211
4.018810 185
4.024918 216
4.031025 189
4.037133 194
4.043240 221
4.049348 224
4.055456 206
4.061563 226
4.067671 231
4.073779 214
4.079886 232
4.085994 192
4.092101 206
4.098209 218
4.104317 199
4.110424 209
4.116532 234
4.122639 235
4.128747 197
4.134855 219
4.140962 225
4.147070 242
4.153178 220
4.159285 206
4.165393 250
4.171500 267
4.177608 248
4.183716 215
4.189823 245
4.195931 235
4.202038 204
4.208146 245
4.214254 240
4.220361 237
4.226469 243
4.232576 224
4.238684 267
4.244792 218
4.250899 209
4.257007 245
4.263115 242
4.269222 240
4.275330 227
4.281437 219
4.287545 241
4.293653 188
4.299760 226
4.305868 219
4.311975 240
4.318083 246
4.324191 208
4.330298 187
4.336406 243
4.342514 248
4.348621 211
4.354729 211
4.360836 206
4.366944 216
4.373052 224
4.379159 184
4.385267 209
4.391374 189
4.397482 211
4.403590 179
4.409697 186
4.415805 189
4.421913 186
4.428020 169
4.434128 204
4.440235 181
4.446343 192
4.452451 172
4.458558 200
4.464666 186
4.470773 180
4.476881 167
4.482989 167
4.489096 155
4.495204 164
4.501312 136
4.507419 177
4.513527 157
4.519634 129
4.525742 137
4.531850 145
4.537957 144
4.544065 129
4.550172 140
4.556280 140
4.562388 142
4.568495 151
4.574603 121
4.580710 107
4.586818 119
4.592926 129
4.599033 119
4.605141 107
4.611249 115
4.617356 120
4.623464 110
4.629571 110
4.635679 95
4.641787 81
4.647894 89
4.654002 84
4.660109 117
4.666217 97
4.672325 87
4.678432 93
4.684540 100
4.690648 62
4.696755 82
4.702863 87
4.708970 82
4.715078 85
4.721186 74
4.727293 83
4.733401 67
4.739508 77
4.745616 74
4.751724 76
4.757831 84
4.763939 74
4.770047 54
4.776154 62
4.782262 73
4.788369 60
4.794477 54
4.800585 60
4.806692 68
4.812800 67
4.818907 61
4.825015 50
4.831123 54
4.837230 52
4.843338 41
4.849446 47
4.855553 42
4.861661 46
4.867768 42
4.873876 53
4.879984 39
4.886091 46
4.892199 53
4.898306 54
4.904414 45
4.910522 39
4.916629 41
4.922737 39
4.928844 55
4.934952 37
4.941060 36
4.947167 37
4.953275 46
4.959383 36
4.965490 23
4.971598 32
4.977705 33
4.983813 30
4.989921 32
4.996028 35
5.002136 36
5.008243 24
5.014351 32
5.020459 36
5.026566 27
5.032674 23
5.038782 30
5.044889 29
5.050997 29
5.057104 26
5.063212 20
5.069320 35
5.075427 17
5.081535 22
5.087642 25
5.093750 32
5.099858 24
5.105965 20
5.112073 16
5.118181 20
5.124288 21
5.130396 12
5.136503 18
5.142611 25
5.148719 18
5.154826 20
5.160934 14
5.167041 22
5.173149 22
5.179257 22
5.185364 12
5.191472 24
5.197579 19
5.203687 23
5.209795 10
5.215902 16
5.222010 18
5.228118 25
5.234225 9
5.240333 14
5.246440 16
5.252548 14
5.258656 13
5.264763 17
5.270871 9
5.276978 14
5.283086 11
5.289194 10
5.295301 15
5.301409 11
5.307517 10
5.313624 6
5.319732 10
5.325839 17
5.331947 16
5.338055 9
5.344162 14
5.350270 9
5.356377 7
5.362485 16
5.368593 18
5.374700 5
5.380808 9
5.386916 8
5.393023 9
5.399131 10
5.405238 8
5.411346 8
5.417454 7
5.423561 12
5.429669 10
5.435776 5
5.441884 9
5.447992 3
5.454099 8
5.460207 13
5.466315 6
5.472422 6
5.478530 9
5.484637 10
5.490745 9
5.496853 10
5.502960 4
5.509068 7
5.515175 8
5.521283 7
5.527391 7
5.533498 10
5.539606 6
5.545713 4
5.551821 7
5.557929 6
5.564036 3
5.570144 8
5.576252 6
5.582359 6
5.588467 6
5.594574 6
5.600682 9
5.606790 3
5.612897 5
5.619005 6
5.625112 6
5.631220 3
5.637328 5
5.643435 6
5.649543 5
5.655651 5
5.661758 7
5.667866 5
5.673973 2
5.680081 5
5.686189 5
5.692296 4
5.698404 4
5.704511 3
5.710619 2
5.716727 4
5.722834 3
5.728942 7
5.735050 5
5.741157 5
5.747265 1
5.753372 3
5.759480 7
5.765588 3
5.771695 2
5.777803 3
5.783910 4
5.790018 4
5.796126 6
5.802233 5
5.808341 1
5.814449 1
5.820556 4
5.826664 2
5.832771 4
5.838879 1
5.844987 2
5.851094 1
5.857202 1
5.863309 3
5.869417 3
5.875525 0
5.881632 4
5.887740 1
5.893847 0
5.899955 4
5.906063 3
5.912170 0
5.918278 5
5.924386 4
5.930493 7
5.936601 2
5.942708 1
5.948816 0
5.954924 2
5.961031 1
5.967139 1
5.973246 1
5.979354 3
5.985462 0
5.991569 2
5.997677 2
6.003785 4
6.009892 2
6.016000 2
6.022107 1
6.028215 4
6.034323 2
6.040430 1
6.046538 4
6.052645 1
6.058753 0
6.064861 0
6.070968 0
6.077076 3
6.083184 0
6.089291 1
6.095399 1
6.101506 4
6.107614 2
6.113722 2
6.119829 1
6.125937 0
6.132044 3
6.138152 1
6.144260 2
6.150367 1
6.156475 0
6.162583 3
6.168690 0
6.174798 0
6.180905 2
6.187013 1
6.193121 1
6.199228 2
6.205336 2
6.211443 1
6.217551 4
6.223659 2
6.229766 1
6.235874 0
6.241981 1
6.248089 2
6.254197 2
6.260304 1
6.266412 1
6.272520 0
6.278627 2
6.284735 1
6.290842 3
6.296950 1
6.303058 2
6.309165 3
6.315273 0
6.321380 1
6.327488 1
6.333596 0
6.339703 2
6.345811 1
6.351919 2
6.358026 1
6.364134 1
6.370241 1
6.376349 0
6.382457 0
6.388564 1
6.394672 0
6.400779 1
6.406887 1
6.412995 2
6.419102 1
6.425210 0
6.431318 2
6.437425 1
6.443533 1
6.449640 2
6.455748 0
6.461856 0
6.467963 1
6.474071 1
6.480178 0
6.486286 0
6.492394 0
6.498501 0
6.504609 0
6.510717 2
6.516824 1
6.522932 1
6.529039 0
6.535147 0
6.541255 3
6.547362 1
6.553470 1
6.559577 0
6.565685 1
6.571793 0
6.577900 1
6.584008 0
6.590115 0
6.596223 1
6.602331 1
6.608438 0
6.614546 3
6.620654 2
6.626761 0
6.632869 0
6.638976 0
6.645084 0
6.651192 0
6.657299 1
6.663407 2
6.669514 2
6.675622 0
6.681730 0
6.687837 1
6.693945 3
6.700053 1
6.706160 0
6.712268 1
6.718375 1
6.724483 1
6.730591 2
6.736698 1
6.742806 2
6.748913 0
6.755021 0
6.761129 0
6.767236 0
6.773344 0
6.779452 0
6.785559 0
6.791667 1
6.797774 0
6.803882 2
6.809990 1
6.816097 1
6.822205 0
6.828312 1
6.834420 0
6.840528 0
6.846635 0
6.852743 0
6.858851 1
6.864958 0
6.871066 3
6.877173 1
6.883281 0
6.889389 0
6.895496 0
6.901604 0
6.907711 0
6.913819 0
6.919927 0
6.926034 0
6.932142 0
6.938249 1
6.944357 1
6.950465 0
6.956572 2
6.962680 0
6.968788 0
6.974895 1
6.981003 0
6.987110 0
6.993218 0
6.999326 0
7.005433 1
7.011541 3
7.017648 0
7.023756 0
7.029864 0
7.035971 0
7.042079 0
7.048187 2
7.054294 0
7.060402 0
7.066509 0
7.072617 2
7.078725 0
7.084832 0
7.090940 0
7.097047 0
7.103155 1
7.109263 1
7.115370 0
7.121478 0
7.127586 1
7.133693 0
7.139801 1
7.145908 0
7.152016 1
7.158124 1
7.164231 1
7.170339 1
7.176446 0
7.182554 0
7.188662 0
7.194769 0
7.200877 0
7.206984 0
7.213092 0
7.219200 1
7.225307 1
7.231415 0
7.237523 0
7.243630 1
7.249738 1
7.255845 0
7.261953 1
7.268061 0
7.274168 1
7.280276 0
7.286383 0
7.292491 0
7.298599 0
7.304706 0
7.310814 0
7.316922 0
7.323029 0
7.329137 0
7.335244 0
7.341352 0
7.347460 1
7.353567 1
7.359675 0
7.365782 0
7.371890 0
7.377998 0
7.384105 1
7.390213 1
7.396321 0
7.402428 1
7.408536 0
7.414643 0
7.420751 0
7.426859 0
7.432966 0
7.439074 1
7.445181 0
7.451289 0
7.457397 0
7.463504 1
7.469612 0
7.475720 1
7.481827 0
7.487935 0
7.494042 1
7.500150 0
7.506258 0
7.512365 0
7.518473 0
7.524580 0
7.530688 0
7.536796 0
7.542903 0
7.549011 1
7.555118 0
7.561226 1
7.567334 1
7.573441 0
7.579549 0
7.585657 0
7.591764 0
7.597872 0
7.603979 1
7.610087 0
7.616195 0
7.622302 0
7.628410 0
7.634517 0
7.640625 0
7.646733 0
7.652840 0
7.658948 0
7.665056 0
7.671163 0
7.677271 0
7.683378 0
7.689486 2
7.695594 0
7.701701 1
7.707809 0
7.713916 0
7.720024 1
7.726132 1
7.732239 0
7.738347 0
7.744455 0
7.750562 1
7.756670 0
7.762777 0
7.768885 1
7.774993 0
7.781100 0
7.787208 1
7.793315 0
7.799423 0
7.805531 0
7.811638 1
7.817746 0
7.823854 0
7.829961 0
7.836069 0
7.842176 0
7.848284 0
7.854392 0
7.860499 0
7.866607 0
7.872714 0
7.878822 0
7.884930 0
7.891037 0
7.897145 0
7.903252 1
7.909360 0
7.915468 0
7.921575 1
7.927683 1
7.933791 0
7.939898 0
7.946006 0
7.952113 0
7.958221 0
7.964329 0
7.970436 0
7.976544 0
7.982651 1
7.988759 0
7.994867 0
8.000974 0
8.007082 0
8.013190 2
8.019297 0
8.025405 0
8.031512 1
8.037620 0
8.043728 0
8.049835 1
8.055943 1
8.062050 1
8.068158 0
8.074266 0
8.080373 0
8.086481 0
8.092589 0
8.098696 0
8.104804 1
8.110911 0
8.117019 0
8.123127 1
8.129234 0
8.135342 0
8.141449 0
8.147557 1
8.153665 0
8.159772 0
8.165880 0
8.171988 0
8.178095 2
8.184203 0
8.190310 0
8.196418 0
8.202526 0
8.208633 0
8.214741 0
8.220848 0
8.226956 0
8.233064 0
8.239171 0
8.245279 0
8.251386 0
8.257494 0
8.263602 1
8.269709 0
8.275817 1
8.281925 0
8.288032 0
8.294140 1
8.300247 1
8.306355 0
8.312463 1
8.318570 0
8.324678 0
8.330785 0
8.336893 0
8.343001 0
8.349108 0
8.355216 1
8.361324 2
8.367431 0
8.373539 1
8.379646 0
8.385754 0
8.391862 0
8.397969 0
8.404077 0
8.410184 0
8.416292 1
8.422400 0
8.428507 0
8.434615 0
8.440723 1
8.446830 0
8.452938 0
8.459045 0
8.465153 0
8.471261 1
8.477368 0
8.483476 0
8.489583 0
8.495691 0
8.501799 0
8.507906 0
8.514014 0
8.520122 0
8.526229 0
8.532337 0
8.538444 1
8.544552 0
8.550660 1
8.556767 1
8.562875 0
8.568982 0
8.575090 0
8.581198 0
8.587305 0
8.593413 0
8.599520 1
8.605628 0
8.611736 0
8.617843 0
8.623951 0
8.630059 0
8.636166 0
8.642274 0
8.648381 1
8.654489 0
8.660597 1
8.666704 0
8.672812 0
8.678919 0
8.685027 0
8.691135 0
8.697242 0
8.703350 0
8.709458 0
8.715565 0
8.721673 0
8.727780 0
8.733888 0
8.739996 0
8.746103 0
8.752211 2
8.758318 0
8.764426 0
8.770534 0
8.776641 0
8.782749 0
8.788857 0
8.794964 0
8.801072 0
8.807179 0
8.813287 0
8.819395 0
8.825502 0
8.831610 0
8.837717 1
8.843825 0
8.849933 0
8.856040 0
8.862148 1
8.868255 1
8.874363 1
8.880471 1
8.886578 0
8.892686 0
8.898794 0
8.904901 0
8.911009 1
8.917116 0
8.923224 0
8.929332 0
8.935439 0
8.941547 0
8.947654 1
8.953762 0
8.959870 1
8.965977 0
8.972085 1
8.978193 0
8.984300 0
8.990408 0
8.996515 0
9.002623 1
9.008731 0
9.014838 0
9.020946 1
9.027053 2
9.033161 1
9.039269 2
9.045376 0
9.051484 1
9.057592 0
9.063699 1
9.069807 0
9.075914 0
9.082022 0
9.088130 0
9.094237 0
9.100345 0
9.106452 0
9.112560 0
9.118668 1
9.124775 1
9.130883 0
9.136991 0
9.143098 0
9.149206 1
9.155313 0
9.161421 0
9.167529 0
9.173636 1
9.179744 1
9.185851 0
9.191959 0
9.198067 0
9.204174 1
9.210282 1
9.216389 1
9.222497 0
9.228605 1
9.234712 1
9.240820 1
9.246928 0
9.253035 0
9.259143 0
9.265250 0
9.271358 1
9.277466 0
9.283573 0
9.289681 0
9.295788 0
9.301896 0
9.308004 0
9.314111 0
9.320219 0
9.326327 1
9.332434 1
9.338542 1
9.344649 0
9.350757 0
9.356865 0
9.362972 1
9.369080 1
9.375187 1
9.381295 0
9.387403 0
9.393510 0
9.399618 1
9.405726 2
9.411833 1
9.417941 0
9.424048 0
9.430156 1
9.436264 0
9.442371 0
9.448479 0
9.454586 1
9.460694 3
9.466802 1
9.472909 1
9.479017 0
9.485125 0
9.491232 0
9.497340 1
9.503447 0
9.509555 0
9.515663 1
9.521770 0
9.527878 3
9.533985 1
9.540093 2
9.546201 0
9.552308 1
9.558416 1
9.564523 0
9.570631 1
9.576739 1
9.582846 1
9.588954 0
9.595062 0
9.601169 2
9.607277 0
9.613384 2
9.619492 2
9.625600 0
9.631707 2
9.637815 0
9.643922 0
9.650030 0
9.656138 0
9.662245 2
9.668353 2
9.674461 1
9.680568 0
9.686676 0
9.692783 3
9.698891 1
9.704999 2
9.711106 2
9.717214 1
9.723321 0
9.729429 0
9.735537 2
9.741644 0
9.747752 0
9.753860 0
9.759967 2
9.766075 1
9.772182 1
9.778290 0
9.784398 0
9.790505 1
9.796613 1
9.802720 2
9.808828 0
9.814936 2
9.821043 1
9.827151 0
9.833259 0
9.839366 0
9.845474 4
9.851581 2
9.857689 1
9.863797 0
9.869904 3
9.876012 1
9.882119 0
9.888227 3
9.894335 1
9.900442 1
9.906550 0
9.912657 1
9.918765 0
9.924873 0
9.930980 0
9.937088 1
9.943196 1
9.949303 0
9.955411 1
9.961518 0
9.967626 0
9.973734 2
9.979841 1
9.985949 1
9.992056 1
9.998164 2
10.004272 1
10.010379 1
10.016487 1
10.022595 0
10.028702 1
10.034810 1
10.040917 0
10.047025 0
10.053133 2
10.059240 1
10.065348 0
10.071455 1
10.077563 1
10.083671 0
10.089778 1
10.095886 1
10.101994 0
10.108101 0
10.114209 0
10.120316 2
10.126424 2
10.132532 0
10.138639 1
10.144747 0
10.150854 0
10.156962 1
10.163070 0
10.169177 0
10.175285 1
10.181393 2
10.187500 0
10.193608 1
10.199715 0
10.205823 1
10.211931 2
10.218038 1
10.224146 1
10.230253 0
10.236361 3
10.242469 0
10.248576 0
10.254684 0
10.260791 1
10.266899 0
10.273007 0
10.279114 2
10.285222 0
10.291330 3
10.297437 0
10.303545 1
10.309652 0
10.315760 0
10.321868 1
10.327975 2
10.334083 1
10.340190 0
10.346298 1
10.352406 1
10.358513 1
10.364621 0
10.370729 1
10.376836 0
10.382944 1
10.389051 0
10.395159 1
10.401267 1
10.407374 1
10.413482 1
10.419589 1
10.425697 0
10.431805 1
10.437912 1
10.444020 0
10.450128 1
10.456235 0
10.462343 0
10.468450 0
10.474558 0
10.480666 1
10.486773 2
10.492881 1
10.498988 0
10.505096 1
10.511204 0
10.517311 2
10.523419 1
10.529527 0
10.535634 0
10.541742 1
10.547849 0
10.553957 0
10.560065 0
10.566172 2
10.572280 0
10.578387 0
10.584495 0
10.590603 1
10.596710 0
10.602818 0
10.608925 1
10.615033 1
10.621141 0
10.627248 0
10.633356 0
10.639464 0
10.645571 0
10.651679 1
10.657786 0
10.663894 0
10.670002 0
10.676109 0
10.682217 0
10.688324 0
10.694432 0
10.700540 0
10.706647 0
10.712755 0
10.718863 1
10.724970 2
10.731078 0
10.737185 1
10.743293 3
10.749401 0
10.755508 0
10.761616 0
10.767723 1
10.773831 0
10.779939 1
10.786046 0
10.792154 1
10.798262 0
10.804369 1
10.810477 1
10.816584 0
10.822692 0
10.828800 1
10.834907 0
10.841015 1
10.847122 0
10.853230 0
10.859338 1
10.865445 2
10.871553 0
10.877660 1
10.883768 0
10.889876 1
10.895983 0
10.902091 1
10.908199 0
10.914306 1
10.920414 0
10.926521 1
10.932629 0
10.938737 1
10.944844 0
10.950952 0
10.957059 1
10.963167 2
10.969275 2
10.975382 0
10.981490 1
10.987598 0
10.993705 2
10.999813 0
11.005920 0
11.012028 1
11.018136 0
11.024243 1
11.030351 0
11.036458 0
11.042566 0
11.048674 1
11.054781 0
11.060889 2
11.066997 0
11.073104 1
11.079212 1
11.085319 0
11.091427 2
11.097535 0
11.103642 0
11.109750 3
11.115857 0
11.121965 1
11.128073 0
11.134180 1
11.140288 1
11.146396 0
11.152503 1
11.158611 0
11.164718 0
11.170826 0
11.176934 0
11.183041 0
11.189149 0
11.195256 0
11.201364 0
11.207472 1
11.213579 0
11.219687 0
11.225794 0
11.231902 0
11.238010 0
11.244117 2
11.250225 1
11.256333 0
11.262440 1
11.268548 1
11.274655 1
11.280763 0
11.286871 0
11.292978 0
11.299086 0
11.305193 0
11.311301 0
11.317409 0
11.323516 1
11.329624 0
11.335732 0
11.341839 0
11.347947 0
11.354054 0
11.360162 0
11.366270 0
11.372377 1
11.378485 1
11.384592 0
11.390700 0
11.396808 0
11.402915 1
11.409023 0
11.415131 0
11.421238 0
11.427346 0
11.433453 0
11.439561 1
11.445669 1
11.451776 1
11.457884 0
11.463991 0
11.470099 0
11.476207 0
11.482314 0
11.488422 0
11.494530 2
11.500637 0
11.506745 0
11.512852 1
11.518960 0
11.525068 0
11.531175 0
11.537283 0
11.543390 0
11.549498 0
11.555606 0
11.561713 0
11.567821 1
11.573928 1
11.580036 0
11.586144 0
11.592251 0
11.598359 0
11.604467 0
11.610574 0
11.616682 1
11.622789 0
11.628897 1
11.635005 1
11.641112 1
11.647220 0
11.653327 0
11.659435 0
11.665543 0
11.671650 1
11.677758 0
11.683866 0
11.689973 0
11.696081 1
11.702188 0
11.708296 0
11.714404 0
11.720511 0
11.726619 1
11.732726 1
11.738834 0
11.744942 0
11.751049 2
11.757157 0
11.763265 0
11.769372 1
11.775480 0
11.781587 0
11.787695 0
11.793803 0
11.799910 0
11.806018 0
11.812125 0
11.818233 0
11.824341 0
11.830448 0
11.836556 0
11.842664 0
11.848771 3
11.854879 0
11.860986 0
11.867094 1
11.873202 1
11.879309 0
11.885417 0
11.891524 0
11.897632 2
11.903740 0
11.909847 1
11.915955 0
11.922062 0
11.928170 1
11.934278 1
11.940385 1
11.946493 0
11.952601 0
11.958708 1
11.964816 0
11.970923 0
11.977031 1
11.983139 0
11.989246 0
11.995354 0
12.001461 0
12.007569 0
12.013677 1
12.019784 0
12.025892 0
12.032000 2
12.038107 0
